71.3|Tilataide. Ympäristötaide
71.5|Tatuointi. Kehotaide
71.7|Performanssitaide. Esitystaide
71.8|Katutaide. Graffititaide
72|ARKKITEHTUURI
72.2|Rakennukset. Rakennustyypit
72.9|Arkkitehtuurin historia
73|KUVANVEISTOTAIDE
73.1|Kuvanveiston materiaalit ja tekniikka
73.9|Kuvanveistotaiteen historia
74|MAALAUSTAIDE. PIIRUSTUSTAIDE
74.1|Piirustustaide
74.2|Maalaustaide
74.3|Aiheet piirustus- ja maalaustaiteessa
74.9|Piirustus- ja maalaustaiteen historia
75|GRAFIIKKA. VALOKUVAUS
75.1|Grafiikka
75.7|Valokuvaus. Valokuvataide
76|MUOTOILU. TAIDETEOLLISUUS. TAIDEKÄSITYÖ
76.1|Sisustusarkkitehtuuri. Huonekalutaide
76.2|Tekstiilitaide
76.3|Lasitaide. Keramiikkataide
76.4|Taidetaonta. Korutaide
76.5|Koristetaide. Ornamentiikka
76.7|Paperitaide
76.8|Antiikkiesineiden keräily
76.9|Taideteollisuuden ja taidekäsityön historia
77|NÄYTTÄMÖTAIDE. ELOKUVATAIDE
77.1|Teatteritaide
77.2|Ilmaisutaito. Puhetaito. Lausuntataide
77.3|Tanssi
77.4|Elokuva. Elokuvataide
78|MUSIIKKI
78.1|Musiikin tutkimus
78.2|Musiikin teoria
78.3|Laulumusiikki. Näyttämömusiikki. Liturginen musiikki
78.4|Etnomusiikki. Kansanmusiikki
78.5|Yhtye- ja orkesterimusiikki
78.6|Kosketinsoitinmusiikki. Näppäilysoitinmusiikki
78.7|Jousisoitinmusiikki
78.8|Puhallinsoitinmusiikki. Lyömäsoitinmusiikki. Muilla soittimilla esitetty musiikki. Elektroakustinen musiikki. Musiikkikulttuurien sulautumat. Populaarimusiikki
78.9|Musiikin historia
79|LIIKUNTA. URHEILU. LEIKIT. HUVIT
79.1|Liikunta. Urheilu
79.2|Voimistelu
79.3|Palloilu
79.4|Retkeily. Ulkoilu
79.5|Lentourheilu. Moottoriurheilu
79.6|Kuntoliikunta. Kuntourheilu
79.7|Muut urheilu- ja liikuntamuodot
79.8|Pelit. Leikit. Keräily
79.9|Julkiset huvit
80|KAUNOKIRJALLISET SEKASISÄLTÖISET TEOKSET
80.2|Suomenkieliset kaunokirjalliset sekasisältöiset teokset
80.3|Pohjoismaisilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
80.4|Saksankieliset kaunokirjalliset sekasisältöiset teokset
80.5|Englanninkieliset kaunokirjalliset sekasisältöiset teokset
80.6|Romaanisilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokse
80.7|Slaavilaisilla ja balttilaisilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
80.8|Muilla indoeurooppalaisilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
80.9|Muilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
81|KANSANRUNOUS
81.2|Kansansadut. Kansantarinat
81.3|Sananlaskut. Arvoitukset. Vertaukset. Kaskut
81.4|Kansaneepokset
82|RUNOT
82.2|Suomenkieliset runot
82.3|Pohjoismaisilla kielillä julkaistut runot
82.4|Saksankieliset runot
82.5|Englanninkieliset runot
82.6|Romaanisilla kielillä julkaistut runot
82.7|Slaavilaisilla ja balttilaisilla kielillä julkaistut runot
82.8|Muilla indoeurooppalaisilla kielillä julkaistut runot
82.9|Muilla kielillä julkaistut runot
83|NÄYTELMÄT
83.2|Suomenkieliset näytelmät
83.3|Pohjoismaisilla kielillä julkaistut näytelmät
83.4|Saksankieliset näytelmät
83.5|Englanninkieliset näytelmät
83.6|Romaanisilla kielillä julkaistut näytelmät
83.7|Slaavilaisilla ja balttilaisilla kielillä julkaistut näytelmät
83.8|Muilla indoeurooppalaisilla kielillä julkaistut näytelmät
83.9|Muilla kielillä julkaistut näytelmät
84|KERTOMAKIRJALLISUUS
84.2|Suomenkielinen kertomakirjallisuus
84.3|Pohjoismaisilla kielillä julkaistu kertomakirjallisuus
84.4|Saksankielinen kertomakirjallisuus
84.5|Englanninkielinen kertomakirjallisuus
84.6|Romaanisilla kielillä julkaistu kertomakirjallisuus
84.7|Slaavilaisilla ja balttilaisilla kielillä julkaistu kertomakirjallisuus
84.8|Muilla indoeurooppalaisilla kielillä julkaistu kertomakirjallisuus
84.9|Muilla kielillä julkaistu kertomakirjallisuus
85|SADUT. KUVAKIRJAT. SARJAKUVAT
85.1|SADUT
85.2|KUVAKIRJAT
85.3|SARJAKUVAT
86|KIRJALLISUUSTIEDE
86.01|Kirjallisuuden estetiikka. Runousoppi
86.03|Kirjallisuustieteen hakuteokset. Kirjailijamatrikkelit
86.07|Kaunokirjallisuuden kirjoittaminen ja kääntäminen
86.1|Yleinen kirjallisuudenhistoria
86.2|Suomen ja suomalais-ugrilaisten kielten kirjallisuuden historia ja tutkimus
86.3|Pohjoismaisten kielten kirjallisuuden historia ja tutkimus
86.4|Saksankielisen kirjallisuuden historia ja tutkimus
86.5|Englanninkielisen kirjallisuuden historia ja tutkimus
86.6|Romaanisten kielten kirjallisuuden historia ja tutkimus
86.7|Slaavilaisten ja balttilaisten kielten kirjallisuuden historia ja tutkimus
86.8|Muiden indoeurooppalaisten kielten kirjallisuuden historia ja tutkimus
86.9|Muiden kielten kirjallisuuden historia ja tutkimus
87|KIELITIEDE
87.01|Kielifilosofia
87.038|Sanakirjat
87.3|Kielioppi. Muoto-oppi. Sanaoppi
87.4|Äänneoppi
87.5|Kääntäminen. Tulkkaus
87.9|Etymologia. Onomastiikka
88|SUOMALAIS-UGRILAISET KIELET
88.2|Suomen kieli
88.3|Viron kieli
88.4|Muut itämerensuomalaiset kielet
88.5|Muut suomalais-ugrilaiset kielet
89|INDOEUROOPPALAISET KIELET. MUUT KIELET
89.3|Pohjoismaiset kielet
89.4|Germaaniset kielet
89.5|Englannin kieli
89.6|Romaaniset kielet
89.7|Slaavilaiset ja balttilaiset kielet
89.8|Muut indoeurooppalaiset kielet
89.9|Muut kielet
90|HISTORIANTUTKIMUS. YLEINEN KULTTUURIHISTORIA YLEINEN SOTAHISTORIA. YLEINEN ARKEOLOGIA
90.02|Historialliset maailmankartat ja -kartastot
90.1|Historianfilosofia. Kulttuurifilosofia
90.2|Yleinen kulttuurihistoria
90.3|Yleinen sotahistoria
90.4|Yleinen arkeologia
90.5|Historian aputieteet
91|MAAILMANHISTORIA. EUROOPAN HISTORIA
91.1|Vanha aika
91.6|Keskiaika
91.7|Uusi aika
91.8|Uusin aika
92|SUOMEN HISTORIA
92.1|Suomen historia, esi- ja varhaishistoria
92.2|Suomen historia, keskiaika
92.3|Suomen historia, reformaation aika
92.4|Suomen historia, Ruotsin suurvalta-aika
92.5|Suomen historia, vapauden aika ja kustavilainen aika
92.6|Suomen historia, autonomian aika
92.7|Suomen historia, itsenäisyyden aika
92.8|Suomen historia, paikallishistoria
92.9|Suomenruotsalaisten historia
93|POHJOISMAIDEN HISTORIA
93.1|Ruotsin historia
93.2|Norjan historia
93.3|Tanskan historia
93.4|Islannin historia
93.5|Pohjoiskalotin historia
94|KESKI-EUROOPAN HISTORIA
94.1|Saksan historia
94.3|Tšekin ja Slovakian historia
94.4|Itävallan historia
94.5|Unkarin historia
94.6|Sveitsin historia
94.7|Liechtensteinin historia
94.8|Benelux-maiden historia
95|BRITTEIN SAARTEN HISTORIA
95.1|Ison-Britannian historia
95.7|Irlannin historia
96|ETELÄ-EUROOPAN HISTORIA
96.1|Ranskan historia
96.2|Italian historia
96.3|Espanjan historia
96.4|Portugalin historia
96.5|Maltan historia
96.8|Balkanin maiden historia
97|ITÄ-EUROOPAN HISTORIA
97.1|Venäjän ja Neuvostoliiton historia
97.2|Baltian maiden historia
97.3|Puolan historia
97.4|Ukrainan historia
97.5|Valko-Venäjän historia
97.6|Moldovan historia
98|MUIDEN MAANOSIEN HISTORIA
98.1|Aasian historia
98.2|Afrikan historia
98.3|Amerikan historia
98.5|Australian ja Oseanian historia
98.6|Napamaiden historia
99|HENKILÖ- JA SUKUHISTORIA
99.1|Elämäkerrat. Muistelmat
99.2|Elämäkerralliset hakuteokset
99.3|Sukuhistoria. Sukututkimus
